Run: 1, 2, 2 Hierarchical Configuration 
Date/Time: 2012-10-13 03:08:30 +0000 
--- Begin Data ---
http://ec2-50-17-57-243.compute-1.amazonaws.com:6789/artifact/cclamb/tablet/index (home):
 0.20555477, 0.108189311, 0.082653844, 0.080839243, 0.080684391, 0.105870379, 0.081931759, 0.083869955, 0.081124841, 0.082134139, 0.080837155, 0.083969109, 0.081005005, 0.083166686, 0.087713917, 0.079839456, 0.080692291, 0.082995943, 0.084369761, 0.081441621, 0.082419874, 0.088048425, 0.083949613, 0.084093424, 0.083996353, 0.079835253, 0.083989675, 0.084035788, 0.083922911, 0.087971731, 0.079817095, 0.080394162, 0.08772028, 0.084036874, 0.080792357, 0.083295715, 0.08131933, 0.080757835, 0.085043419, 0.080784402, 0.079921137, 0.08375849, 0.080256833, 0.087868486, 0.088096072, 0.082714502, 0.081336493, 0.087901718, 0.083862234, 0.081036293
http://ec2-50-17-85-234.compute-1.amazonaws.com:6789/artifact/cclamb/tablet/index (peer):
 0.134952328, 0.098011669, 0.107126832, 0.095494599, 0.092371183, 0.100879983, 0.096961238, 0.098347998, 0.10285485, 0.091319333, 0.098005049, 0.091789061, 0.096015143, 0.09136648, 0.092630872, 0.127399099, 0.093045794, 0.090992649, 0.092615606, 0.11257719, 0.092176367, 0.091092405, 0.095111725, 0.092359195, 0.111435967, 0.09636304, 0.092554483, 0.097588471, 0.08981136, 0.089900372, 0.091589494, 0.095038019, 0.118970027, 0.096647798, 0.092032174, 0.103708731, 0.096240863, 0.091557876, 0.094181098, 0.090362374, 0.091949009, 0.091982867, 0.107849685, 0.112706014, 0.090687182, 0.092510036, 0.091802084, 0.09226858, 0.109426334, 0.090441771
http://ec2-107-20-47-98.compute-1.amazonaws.com:6789/artifact/cclamb/tablet/index (neighbor):
 0.135324303, 0.112414763, 0.144324115, 0.139960124, 0.116096901, 0.135129473, 0.128148674, 0.161161282, 0.16765038, 0.12814338, 0.116257821, 0.13829742, 0.122937098, 0.113407733, 0.116020431, 0.11124885, 0.121806581, 0.11808629, 0.113901269, 0.135266884, 0.1154303, 0.139537089, 0.116422597, 0.121604539, 0.135253577, 0.126036541, 0.128192981, 0.113287845, 0.11115271, 0.112809604, 0.119774198, 0.110617445, 0.108893254, 0.111588658, 0.112805224, 0.110922579, 0.112425274, 0.118749415, 0.113426591, 0.111595674, 0.111693357, 0.124874017, 0.111692283, 0.111328202, 0.112634214, 0.13463323, 0.109391168, 0.111574181, 0.111800739, 0.116186002
http://198.101.209.247:6789/artifact/cclamb/tablet/index (distant_1):
 0.14445884, 0.143496688, 0.162272913, 0.191441354, 0.171121821, 0.138217292, 0.135813138, 0.172683166, 0.183315291, 0.157157656, 0.13929915, 0.139061072, 0.141020905, 0.143636577, 0.145809959, 0.138155578, 0.14455769, 0.139904622, 0.176654009, 0.143515407, 0.136986642, 0.171641623, 0.14347571, 0.143369484, 0.155342896, 0.152472143, 0.184840939, 0.172868447, 0.141625868, 0.16774625, 0.15271815, 0.147818706, 0.151131946, 0.153473252, 0.161599196, 0.146861193, 0.171584237, 0.156118859, 0.145325558, 0.142107834, 0.157453537, 0.143410509, 0.192643537, 0.145435887, 0.169952708, 0.166635822, 0.140093114, 0.16706197, 0.140656976, 0.169680974
http://198.101.207.48:6789/artifact/cclamb/tablet/index (distant_2):
 0.153354787, 0.146028958, 0.163418847, 0.137372301, 0.166378185, 0.138687466, 0.15240779, 0.141203517, 0.138703395, 0.16560802, 0.142647506, 0.204359942, 0.140279741, 0.149083649, 0.138488436, 0.151839334, 0.148072533, 0.147463842, 0.154364587, 0.162330906, 0.17615445, 0.138662982, 0.145614946, 0.165646374, 0.144503965, 0.141743164, 0.171072074, 0.134837073, 0.137999586, 0.146544906, 0.207722832, 0.14547165, 0.139903241, 0.158482134, 0.141481008, 0.141135955, 0.155197427, 0.141290612, 0.158984519, 0.155423366, 0.143397298, 0.149119188, 0.144017736, 0.15163491, 0.150436974, 0.150098588, 0.147524526, 0.184510174, 0.177846148, 0.170846211
--- End Data ---
