Run: Single Configuration 
Date/Time: 2012-10-16 12:12:04 +0000 
--- Begin Data ---
http://ec2-50-17-57-243.compute-1.amazonaws.com:6789/artifact/cclamb/tablet/index (home):
 0.125662913, 0.004539559, 0.00345081, 0.004394367, 0.002622154, 0.002362009, 0.003666914, 0.003055289, 0.002422004, 0.002458697, 0.004406833, 0.003379481, 0.003137146, 0.002737762, 0.002397927, 0.003443536, 0.004962982, 0.004529245, 0.003417527, 0.002287876, 0.002568496, 0.00249755, 0.002313254, 0.002335669, 0.019896375, 0.002991603, 0.002620872, 0.003245936, 0.00266714, 0.002571424, 0.002343688, 0.002588416, 0.002375572, 0.009718639, 0.002734794, 0.002341739, 0.002398097, 0.005515707, 0.002369664, 0.00258662, 0.002358185, 0.002851141, 0.00466105, 0.002746363, 0.002578532, 0.004789672, 0.003111777, 0.002731869, 0.002366491, 0.002067584, 0.002406434, 0.002353246, 0.003239793, 0.002784728, 0.003778683, 0.003020679, 0.003872761, 0.008274151, 0.003361918, 0.003387136, 0.003370182, 0.005134992, 0.002962456, 0.002805982, 0.022652421, 0.004134144, 0.003376817, 0.00247536, 0.003471454, 0.00500498, 0.004583381, 0.003758833, 0.003307458, 0.004051047, 0.002625492, 0.002634289, 0.0031279, 0.002994794, 0.002785302, 0.003774021, 0.002730522, 0.003166095, 0.002392614, 0.002460204, 0.003366005, 0.002344423, 0.00221211, 0.002513868, 0.002602376, 0.004901929, 0.003623225, 0.005701965, 0.002598569, 0.002420129, 0.002248, 0.018663436, 0.002499515, 0.002158294, 0.002122546, 0.002078236, 0.003367986, 0.002917514, 0.002154058, 0.00212598, 0.002172043, 0.023034893, 0.003198176, 0.002697638, 0.002273131, 0.00228592, 0.00224459, 0.002201863, 0.002316605, 0.002144754, 0.002176856, 0.003834568, 0.002931314, 0.002422265, 0.002275786, 0.00313838, 0.00239582, 0.002496481, 0.013224841, 0.002505403, 0.002432111, 0.003264287, 0.003284698, 0.003011379, 0.002500046, 0.003219455, 0.002472339, 0.002422849, 0.002409587, 0.00245298, 0.002136934, 0.004132671, 0.002268562, 0.003004457, 0.002284206, 0.002574655, 0.002524529, 0.010653714, 0.003666347, 0.003889536, 0.002235186, 0.002143521, 0.022768998, 0.009675389, 0.003867715, 0.0027891, 0.002655689, 0.002387198, 0.003547474, 0.07825645, 0.005504738, 0.004143297, 0.013234924, 0.004344574, 0.017066785, 0.019980266, 0.007624913, 0.003293028, 0.002288361, 0.002390048, 0.002206244, 0.00224617, 0.002218289, 0.00242317, 0.002303905, 0.002751413, 0.002316741, 0.002211859, 0.002285032, 0.002181907, 0.002158442, 0.003970591, 0.002442625, 0.002509982, 0.002498456, 0.002389989, 0.002399066, 0.002432977, 0.002275267, 0.002410673, 0.003888684, 0.002170756, 0.002143019, 0.024909297, 0.003360409, 0.003284214, 0.002811474, 0.004369059, 0.004672431, 0.003500384, 0.004260386, 0.003523649, 0.005140232, 0.003534473, 0.004745609, 0.003157383, 0.002665001, 0.002203468, 0.002141547, 0.002349113, 0.002396409, 0.065221076, 0.005385858, 0.003124664, 0.003278249, 0.003465952, 0.004713502, 0.003505468, 0.003251154, 0.004254973, 0.004506081, 0.002535717, 0.00311971, 0.003217746, 0.00347385, 0.003720892, 0.0026662, 0.003153265, 0.003809429, 0.002822727, 0.002531047, 0.003434438, 0.002772176, 0.008828154, 0.024921036, 0.003308846, 0.004111167, 0.002479292, 0.00333634, 0.003657023, 0.002468132, 0.002538299, 0.002818253, 0.002723129, 0.002342313, 0.002470802, 0.002440992, 0.002388569, 0.00254911, 0.003602792, 0.003054094, 0.002777499, 0.00374144, 0.002575263, 0.004043775, 0.003188589, 0.003076672, 0.002830575, 0.003153737, 0.002299327, 0.002176708, 0.002177863, 0.002165342, 0.002183656, 0.002077801, 0.002151239, 0.002140121, 0.002207898, 0.003156129, 0.00298879, 0.002522209, 0.00220153, 0.002493951, 0.002387277, 0.002196021, 0.021683844, 0.004817741, 0.004656083, 0.002674813, 0.002889212, 0.003698469, 0.004246421, 0.00565208, 0.005852974, 0.003458211, 0.002906282, 0.006438251, 0.002484338, 0.004189372, 0.003602472, 0.004321472, 0.00294249, 0.003123966, 0.004613113, 0.002574712, 0.004420642, 0.003439783, 0.002326564, 0.002771256, 0.004048068, 0.00339065, 0.003389071, 0.002556773, 0.003612114, 0.00371429, 0.004466926, 0.003730498, 0.003673933, 0.003632478, 0.002545787, 0.005539434, 0.003040077, 0.002679259, 0.005160165, 0.003566747, 0.005650443, 0.023673697, 0.004352188, 0.002773106, 0.002470223, 0.00289469, 0.003745642, 0.00249683, 0.002885448, 0.00309356, 0.002546005, 0.002864524, 0.002278666, 0.002356204, 0.002320163, 0.002533794, 0.002690753, 0.00242923, 0.002360584, 0.002262188, 0.002843564, 0.002607316, 0.004860802, 0.0026508, 0.002235143, 0.002234081, 0.002416582, 0.003526764, 0.002923858, 0.002574656, 0.002536582, 0.002684669, 0.003706561, 0.002416432, 0.002701974, 0.002392702, 0.004636439, 0.002829142, 0.003634211, 0.002284519, 0.003377379, 0.003501302, 0.024821263, 0.003133913, 0.003518787, 0.003019995, 0.002553734, 0.002250596, 0.002547574, 0.005134918, 0.003579583, 0.00341858, 0.002657709, 0.003027329, 0.00336091, 0.003918243, 0.002313308, 0.002688808, 0.002793679, 0.0022242, 0.003755781, 0.00332353, 0.002794247, 0.002860891, 0.00460928, 0.003547789, 0.006016654, 0.002587557, 0.002515756, 0.003892618, 0.002979242, 0.003191629, 0.005086641, 0.00550738, 0.002385264, 0.00409215, 0.003132513, 0.003198455, 0.002655297, 0.002570229, 0.003879855, 0.002818786, 0.00288536, 0.021984449, 0.003994522, 0.003009921, 0.003251808, 0.002504776, 0.00251655, 0.003466664, 0.002677766, 0.002376229, 0.00273969, 0.002557891, 0.002783162, 0.003239032, 0.00298835, 0.002558501, 0.004763203, 0.003129011, 0.004396323, 0.003782594, 0.004557406, 0.002556461, 0.002507979, 0.002225941, 0.002161547, 0.003225449, 0.004299893, 0.00229979, 0.002334048, 0.00245211, 0.00243667, 0.00347796, 0.003041236, 0.002334883, 0.002229634, 0.002156168, 0.00213138, 0.002212575, 0.002237111, 0.00222156, 0.002130075, 0.002281362, 0.020270108, 0.003313545, 0.004801876, 0.00781537, 0.003687523, 0.003890015, 0.00279413, 0.002526555, 0.002400238, 0.003103161, 0.002385608, 0.002433666, 0.002711072, 0.00358573, 0.003400504, 0.003557525, 0.003076612, 0.003321679, 0.003657019, 0.003891408, 0.005497185, 0.003515126, 0.003121934, 0.002990407, 0.002610952, 0.002893755, 0.002603239, 0.004327723, 0.002838502, 0.002342977, 0.002089628, 0.002355895, 0.00248711, 0.002252374, 0.002371701, 0.002844301, 0.004350822, 0.0024669, 0.002371732, 0.009546701, 0.002492507, 0.022629209, 0.00319976, 0.003065741, 0.002644335, 0.003690539, 0.003277247, 0.002472236, 0.003622277, 0.003132404, 0.002594376, 0.002387141, 0.003622066, 0.002914738, 0.002307518, 0.004880672, 0.009948054, 0.002557685, 0.002313472, 0.002337714, 0.004820833, 0.002679603, 0.00290082, 0.002305656, 0.002487816, 0.002350279, 0.003143829, 0.002161774, 0.002162183, 0.00299592, 0.002240111, 0.002231565, 0.002382811, 0.002216241, 0.002866668, 0.002174989, 0.002183095, 0.002421469, 0.002308193, 0.00218589, 0.002335812, 0.003413732, 0.020661862, 0.003913045, 0.002927028, 0.002620572, 0.002489371, 0.002922234, 0.002504557, 0.002801945, 0.003514938, 0.002510393, 0.003205054, 0.002831246, 0.002377439, 0.002730749, 0.003021, 0.002192514, 0.003436647, 0.003699626, 0.003341731, 0.002453406, 0.002346162, 0.004357043, 0.002453978, 0.002641275, 0.004515302, 0.00286445, 0.006810912, 0.004872067, 0.002190145, 0.003209863, 0.002421088, 0.002394671, 0.002223156, 0.002195214, 0.002408831, 0.00338897, 0.002544623, 0.003266011, 0.002413234, 0.00247244, 0.002805701, 0.020401513, 0.004645005, 0.003102482, 0.00242651, 0.003270069, 0.002537415, 0.002801172, 0.002477072, 0.004010417, 0.003115286, 0.002638665, 0.00230378, 0.002740385, 0.002931988, 0.00329982, 0.002241269, 0.00317912, 0.002398709, 0.002386487, 0.002332687, 0.002315384, 0.00236017, 0.003270599, 0.002977374, 0.002626768, 0.003320408, 0.002533174, 0.002344707, 0.0026984, 0.002388659, 0.0023548, 0.003348989, 0.002274309, 0.002505437, 0.002711451, 0.003558435, 0.002540794, 0.003572885, 0.00229262, 0.003210384, 0.006842309, 0.027740725, 0.005509212, 0.003967585, 0.003330327, 0.003036593, 0.002583577, 0.002350251, 0.002353014, 0.002603023, 0.003254156, 0.002438765, 0.00270249, 0.002364135, 0.002502769, 0.002273565, 0.003177954, 0.002484661, 0.002465857, 0.003280804, 0.002304848, 0.002197128, 0.002134482, 0.002864761, 0.002748894, 0.002158701, 0.002715739, 0.003189547, 0.002816081, 0.002431505, 0.002815689, 0.003042082, 0.002584353, 0.002957446, 0.002657085, 0.002449976, 0.002428095, 0.003118381, 0.002766053, 0.00293555, 0.002235846, 0.003144749, 0.020351112, 0.003423058, 0.002858351, 0.002813347, 0.005405541, 0.003294851, 0.00440476, 0.005847565, 0.002862209, 0.00254783, 0.003344577, 0.002432625, 0.002508843, 0.002272778, 0.002388201, 0.002456526, 0.003920961, 0.003170615, 0.002891289, 0.002766876, 0.002642482, 0.003853403, 0.002428025, 0.002800307, 0.002606123, 0.002138049, 0.00265141, 0.002363726, 0.002857544, 0.002273721, 0.002306726, 0.002471894, 0.004518079, 0.003182171, 0.003049425, 0.002932327, 0.002278127, 0.003157588, 0.002369568, 0.002911834, 0.002499268, 0.021377917, 0.004286204, 0.00330327, 0.002865835, 0.002471318, 0.00263165, 0.002981778, 0.003072512, 0.003023539, 0.002550292, 0.002270314, 0.006621357, 0.002550855, 0.002239208, 0.003001844, 0.002445687, 0.002296849, 0.002834243, 0.005922051, 0.002641725, 0.002559925, 0.002285506, 0.002349504, 0.002364134, 0.003943915, 0.002470052, 0.002940069, 0.002286997, 0.005616551, 0.003467595, 0.002665044, 0.002473645, 0.002908194, 0.003957321, 0.002505823, 0.00293427, 0.004246625, 0.0026303, 0.002720717, 0.002417484, 0.00353218, 0.020742922, 0.003351058, 0.002399666, 0.002257645, 0.002298812, 0.002381804, 0.002305022, 0.002234791, 0.002745847, 0.002293218, 0.002350444, 0.003099663, 0.002800281, 0.002768481, 0.002751128, 0.002497211, 0.002550956, 0.002627916, 0.00331371, 0.00334389, 0.002691744, 0.002289495, 0.002764005, 0.002475561, 0.002669534, 0.003839554, 0.002896568, 0.003547463, 0.002464033, 0.002958302, 0.005666887, 0.002769283, 0.002665188, 0.002922523, 0.002917098, 0.002523733, 0.002826961, 0.002416266, 0.003029268, 0.002696765, 0.004529073, 0.026825498, 0.004045754, 0.002723396, 0.003965775, 0.002778379, 0.002560337, 0.002469215, 0.00267667, 0.004003965, 0.003518804, 0.002745804, 0.00249254, 0.002847216, 0.002479526, 0.002576039, 0.002313878, 0.002308733, 0.002320655, 0.003272525, 0.003988041, 0.002285319, 0.00292915, 0.002876136, 0.002342565, 0.004911734, 0.0024554, 0.003079803, 0.002292738, 0.00242688, 0.004958423, 0.002832078, 0.002660316, 0.002787799, 0.005853515, 0.00291218, 0.003436808, 0.003094205, 0.005296069, 0.003037253, 0.002461319, 0.004647939, 0.028130157, 0.004209407, 0.004139701, 0.005038549, 0.00264213, 0.018876256, 0.003179111, 0.007152875, 0.00273021, 0.002927123, 0.002467383, 0.002632693, 0.002342641, 0.00243718, 0.002191639, 0.002326763, 0.002241758, 0.002436142, 0.003202303, 0.002288394, 0.003644927, 0.003023927, 0.00275877, 0.003666989, 0.003179639, 0.003143726, 0.002582384, 0.002814362, 0.006442292, 0.0026982, 0.002802228, 0.005994367, 0.003120281, 0.003769322, 0.003118909, 0.003921483, 0.003135243, 0.003987493, 0.003052104, 0.003149463, 0.004566861, 0.025592257, 0.003726976, 0.003380581, 0.003307832, 0.003673958, 0.002950555, 0.005088041, 0.002620809, 0.00295431, 0.005187402, 0.00292603, 0.002741819, 0.007757764, 0.003615933, 0.003077424, 0.00262155, 0.003024056, 0.003944645, 0.003934591, 0.003412649, 0.003930533, 0.002540767, 0.00322868, 0.002568451, 0.002919769, 0.002770366, 0.002460858, 0.002803675, 0.004883802, 0.002377779, 0.002322689, 0.002451584, 0.002156084, 0.002389949, 0.002333245, 0.002331905, 0.002323712, 0.002358502, 0.002271838, 0.002191108, 0.002316989, 0.022961377, 0.004246422, 0.002811185, 0.002589239, 0.002501285, 0.002511355, 0.002445939, 0.00240589, 0.002453071, 0.002389026, 0.002349691, 0.002514748, 0.002512747, 0.002309322, 0.002311242, 0.00232193, 0.002434061, 0.002152023, 0.002363278, 0.002211079, 0.002167109, 0.002146106, 0.003608861, 0.002846081, 0.002632341, 0.002294822, 0.002377741, 0.002375238, 0.002486477, 0.002466861, 0.002377237, 0.00244428, 0.002426899, 0.002241251, 0.002338101, 0.002557039, 0.002412572, 0.002321723, 0.002405158, 0.002364758, 0.002528818, 0.023954635, 0.003715951, 0.003354617, 0.002749286, 0.00265076, 0.002448311, 0.002718217, 0.002515837, 0.002397278, 0.002487209, 0.002547711, 0.002602817, 0.002472585, 0.002530942, 0.002640456, 0.002451385, 0.002413808, 0.022696083, 0.002372485, 0.002235101, 0.002184485, 0.002314259, 0.002398365, 0.003114359, 0.002487684, 0.002295129, 0.002190567, 0.002177404, 0.002225438, 0.002257341, 0.002131445, 0.003399105, 0.002287086, 0.002231349, 0.004481506, 0.002225805, 0.002225097, 0.002133287, 0.002140428, 0.002098354, 0.002162954, 0.02030971, 0.003058126, 0.002414324, 0.002267122, 0.002196026, 0.002670611, 0.002375572, 0.002224572, 0.002251648, 0.00230957, 0.002178558, 0.002202283, 0.002415434, 0.002482119, 0.002145023, 0.002168591, 0.002129789, 0.002159189, 0.002123138, 0.002162801, 0.00214098, 0.002138184, 0.002115081, 0.002106148, 0.002159659, 0.002155505, 0.002106787, 0.002148804, 0.002107879, 0.002139515, 0.002078375, 0.002127083, 0.002152957, 0.002168567
--- End Granular Data --- 
Total Time of Execution: 3.878319932 
--- End Data ---
