Run: 1, 2, 2 Hierarchical Configuration 
Date/Time: 2012-10-11 07:49:43 -0600 
--- Begin Data ---
http://198.101.205.155:6789/artifact/cclamb/tablet/index (top):
 0.299748907, 0.248049032, 0.248301424, 0.251384935, 0.244043414, 0.272339505, 0.268384256, 0.247853461, 0.247752443, 0.252280839, 0.247510708, 0.252076014, 0.248028804, 0.272246301, 0.247609796, 0.24865169, 0.255011199, 0.239721179, 0.264294851, 0.274701519
http://ec2-50-17-57-243.compute-1.amazonaws.com:6789/artifact/cclamb/tablet/index (home_node):
 0.302279672, 0.230791499, 0.25569332, 0.252219002, 0.234681587, 0.248075608, 0.234210582, 0.254569027, 0.23397748, 0.234291904, 0.248429242, 0.235581558, 0.356152912, 0.234588096, 0.23306811, 0.268411218, 0.235503756, 0.228261027, 0.234754191, 0.245151377
http://198.101.209.178:6789/artifact/cclamb/tablet/index (distant_node):
 0.249637549, 0.211901861, 0.260507545, 0.211843415, 0.359131547, 0.212484633, 0.232239381, 0.215697199, 0.238081207, 0.217769507, 0.235842511, 0.216607403, 0.211984225, 0.218868181, 0.216535589, 0.220214966, 0.220070288, 0.215467045, 0.306098012, 0.223051955
--- End Data ---
