Run: 1, 2, 2 Hierarchical Configuration 
Date/Time: 2012-10-11 08:32:42 -0600 
--- Begin Data ---
http://ec2-50-17-57-243.compute-1.amazonaws.com:6789/artifact/cclamb/tablet/index (home_node):
 0.446792032, 0.252144126, 0.252333227, 0.271367722, 0.23574134, 0.256404452, 0.24004715, 0.231660054, 0.239779142, 0.28046454, 0.251620348, 0.403706867, 0.231804359, 0.228524897, 0.235801362, 0.257406535, 0.258459607, 0.257735219, 0.269202894, 0.276840819, 0.277805856, 0.262225831, 0.257776414, 0.413638217, 0.257724042, 0.258960324, 0.26389808, 0.252246951, 0.257934077, 0.265900984, 0.259467936, 0.268604687, 0.263519309, 0.260358138, 0.259821985, 0.454848772, 0.261727685, 0.265492197, 0.281278718, 0.262394003, 0.266739226, 0.284348243, 0.261474596, 0.256502621, 0.260718628, 0.261318842, 0.494966498, 0.263607071, 0.257943597, 0.262458922, 0.256690111, 0.258825989, 0.255514648, 0.264843835, 0.255159367, 0.258307054, 0.258259906, 0.25939083, 0.474001509, 0.262651996, 0.25967958, 0.254483058, 0.257696627, 0.256384552, 0.258309283, 0.255649471, 0.263585869, 0.262099245, 0.263131779, 0.258210003, 0.492317448, 0.262257153, 0.255694079, 0.258138542, 0.257785502, 0.260087738, 0.263928354, 0.260354632, 0.259406004, 0.264313267, 0.260207064, 0.455164505, 0.255079803, 0.253647359, 0.263588341, 0.264002772, 0.260132416, 0.259933967, 0.259871401, 0.26176687, 0.258182236, 0.259878554, 0.258287101, 0.480480907, 0.257352789, 0.266203305, 0.26918384, 0.260545636, 0.26007815, 0.259193213
http://ec2-107-20-47-98.compute-1.amazonaws.com:6789/artifact/cclamb/tablet/index (neighbor):
 0.86122013, 0.311519187, 0.531528811, 0.293214871, 0.322608185, 0.359845466, 0.336304707, 0.319777369, 0.31648953, 0.30435714, 0.331629262, 0.524831906, 0.311798827, 0.323498406, 0.308074733, 0.310282674, 0.301119134, 0.316367932, 0.295721969, 0.280430316, 0.295595734, 0.494706901, 0.305409201, 0.300244263, 0.299998999, 0.303905077, 0.30798764, 0.310578899, 0.312806435, 0.298006314, 0.294351002, 0.506735002, 0.297388369, 0.319718985, 0.296295583, 0.295597459, 0.322261277, 0.306773234, 0.300178709, 0.323259231, 0.313639143, 0.464608108, 0.314111503, 0.299627988, 0.298465067, 0.301705554, 0.303459984, 0.319771689, 0.295896593, 0.292232818, 0.312035044, 0.503779548, 0.316186781, 0.300293892, 0.296048646, 0.293698505, 0.292583104, 0.301146787, 0.307964994, 0.314537876, 0.322750723, 0.496516428, 0.318189332, 0.321074817, 0.302760761, 0.307899157, 0.303800479, 0.308480289, 0.311397469, 0.304204128, 0.3044653, 0.455950135, 0.307729264, 0.307178851, 0.305374686, 0.307364548, 0.308147046, 0.30002193, 0.303483575, 0.330456014, 0.302039292, 0.455630461, 0.300040887, 0.297719649, 0.310211145, 0.323035221, 0.303302695, 0.310462528, 0.305654427, 0.316855286, 0.312031763, 0.450981821, 0.319268285, 0.305857227, 0.30367344, 0.333005181, 0.304100562, 0.370013075, 0.304256819, 0.410590068
http://198.101.209.247:6789/artifact/cclamb/tablet/index (distant_node_1):
 0.292127676, 0.304611818, 0.279017586, 0.300656778, 0.26688785, 0.57559298, 0.264588343, 0.260982414, 0.266767692, 0.255725515, 0.260360356, 0.291937831, 0.295275522, 0.272712629, 0.253762815, 0.25953097, 0.258667735, 0.272136035, 0.264018245, 0.260205721, 0.259200597, 0.277829923, 0.269011622, 0.257712172, 0.28371755, 0.255344668, 0.260240997, 0.260352135, 0.252769253, 0.257489435, 0.266121431, 0.263843629, 0.28100415, 0.254306068, 0.264807015, 0.255239202, 0.263107897, 0.260197922, 0.273498897, 0.258156915, 0.27303465, 0.291590361, 0.263454847, 0.259625685, 0.251703295, 0.270067769, 0.254195802, 0.256061835, 0.272278981, 0.309385842, 0.259022244, 0.260143881, 0.265322246, 0.266238855, 0.301190364, 0.251022285, 0.256167603, 0.261783648, 0.264231525, 0.258020233, 0.255387554, 0.26339202, 0.262173839, 0.443996414, 0.306643103, 0.349123961, 0.296562036, 0.340605017, 0.265522174, 0.267831512, 0.280423552, 0.267114425, 0.273067337, 0.294135999, 0.270439851, 0.266132371, 0.278897535, 0.25685954, 0.264490787, 0.255276064, 0.256757851, 0.256076805, 0.270040432, 0.252744174, 0.262005649, 0.265759751, 0.354754821, 0.262308875, 0.263764003, 0.28377049, 0.260109089, 0.258399219, 0.262432214, 0.258866698, 0.255794466, 0.258662981, 0.265018996, 0.267878536, 0.333066034, 0.286242769
http://198.101.207.48:6789/artifact/cclamb/tablet/index (distant_node_2):
 0.286079113, 0.282149478, 0.255869619, 0.256732232, 0.266915939, 0.272160369, 0.257560161, 0.256855218, 0.258564536, 0.259366286, 0.524299772, 0.268532184, 0.283339593, 0.275330616, 0.276251514, 0.259330543, 0.260189272, 0.308487107, 0.27777178, 0.262628883, 0.271214318, 0.47633784, 0.261982318, 0.254018196, 0.291618439, 0.276291314, 0.268369134, 0.25141139, 0.254934197, 0.289362011, 0.267612921, 0.259474847, 0.26388435, 0.264731304, 0.319690292, 0.260004612, 0.259258769, 0.257512003, 0.259853223, 0.263515585, 0.253123375, 0.270068949, 0.256998688, 0.271557794, 0.372316762, 0.263904279, 0.259039271, 0.256590393, 0.260302653, 0.259608241, 0.256061046, 0.275397593, 0.252431852, 0.283527306, 0.256409624, 0.322230039, 0.2535539, 0.264301291, 0.271555448, 0.255756924, 0.262707845, 0.250904799, 0.253957137, 0.252319302, 0.254749324, 0.257288893, 0.252676307, 0.309722533, 0.266358504, 0.258969866, 0.263811204, 0.262921932, 0.257221501, 0.259740904, 0.252068892, 0.275505136, 0.256117787, 0.251811071, 0.257222214, 0.277908574, 0.255119861, 0.252816064, 0.247585924, 0.261558795, 0.273283434, 0.266456041, 0.260635057, 0.278944926, 0.272761032, 0.25020998, 0.257959075, 0.262245198, 0.257725876, 0.259338203, 0.256855387, 0.263212236, 0.281776296, 0.250006591, 0.247933787, 0.247199959
--- End Data ---
